facility_name,address,city,state,zip_code,phone_number,facility_type,type_of_care,regulation_status,capacity,serves_dhs_children,head_start,relief_nursery,qris_stars,location,lon,lat
Kids Unlimited of Oregon - Howard Elementary,286 Mace Rd,Medford,OR,97501,5418423760,Center,Exempt Center,Recorded,100,Unknown,No,No,NA,"286 Mace Rd Medford, OR 97501",-122.891094,42.35751990000001
Little Friends Christian Preschool,6796 N Applegate Rd,Grants Pass,OR,97527,5418627143,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,4,"6796 N Applegate Rd Grants Pass, OR 97527",-123.3287003,42.3442602
,104 Wilson Rd,Central Point,OR,97502,5419519170,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,3,"104 Wilson Rd Central Point, OR 97502",-122.8866836,42.3972188
All About Playing and Learning,927 Beekman Ave,Medford,OR,97501,5418579850,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"927 Beekman Ave Medford, OR 97501",-122.881008,42.314001
Klamath Falls YMCA Fairview Site,1017 Donald St,Klamath Falls,OR,97601,5418872512,Center,Regulated  Center (not HS),Certified,150,Yes,No,No,5,"1017 Donald St Klamath Falls, OR 97601",-121.7858402,42.2333329
Busy Bees Child Care,1721 SW Brownell Ave,Grants Pass,OR,97526,5414746906,Certified,Regulated Family Child Care Home,Certified,7,Yes,No,No,3,"1721 SW Brownell Ave Grants Pass, OR 97526",-123.3465045,42.4308592
Share Bears Care,137 Elk St,Medford,OR,97501,5417709512,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"137 Elk St Medford, OR 97501",-122.8972915,42.3553523
The Secret Garden,782 Park St,Ashland,OR,97520,5414825543,Certified,Regulated Family Child Care Home,Certified,13,Unknown,No,No,2,"782 Park St Ashland, OR 97520",-122.6805769,42.1812007
Lil' Sprouts Preschool/Daycare,4382 Evans Creek Rd,Rogue River,OR,97537,5415828042,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"4382 Evans Creek Rd Rogue River, OR 97537",-123.1653931,42.4889735
Southern Oregon Head Start Phoenix/Talent Center,409 W 4th St,Phoenix,OR,97535,5415121870,Center,Head Start/Early HS,Certified,36,Unknown,Yes,No,5,"409 W 4th St Phoenix, OR 97535",-122.820726,42.2736496
Active Learning Center,1457 Dixie Ln,Medford,OR,97501,5412105148,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,3,"1457 Dixie Ln Medford, OR 97501",-122.8921271,42.3089123
Chiloquin Learns After School (CLAS),548 S 2nd St,Chiloquin,OR,97624,5417832339,Center,Exempt Center,Recorded,50,Unknown,No,No,NA,"548 S 2nd St Chiloquin, OR 97624",-121.8648577,42.5703608
Klamath KID Center Inc,3801 Altamont Dr,Klamath Falls,OR,97603,5418838141,Center,Regulated  Center (not HS),Certified,90,Yes,No,No,2,"3801 Altamont Dr Klamath Falls, OR 97603",-121.7471418,42.1917865
Ruch Elementary - YMCA Preschool / Child Care,156 Upper Applegate Rd,Jacksonville,OR,97530,5418423482,Center,Regulated  Center (not HS),Certified,17,Unknown,No,No,NA,"156 Upper Applegate Rd Jacksonville, OR 97530",-123.044032,42.235784
Rogue Valley YMCA Hoover Elementary,2323 Siskiyou Boulevard,Medford,OR,,5417726295,Center,Exempt Center,Exempt,60,Unknown,No,No,NA,"2323 Siskiyou Boulevard Medford, OR ",-122.8389369,42.3205988
,135 Fern Valley Rd Spc 22,Medford,OR,97501,5416130507,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,2,"135 Fern Valley Rd Spc 22 Medford, OR 97501",-122.8214078,42.28247169999999
Southern Oregon Head Start Riverside Center,1202 SE Harvey Dr,Grants Pass,OR,97526,5414726155,Center,Head Start/Early HS,Certified,36,Unknown,Yes,No,5,"1202 SE Harvey Dr Grants Pass, OR 97526",-123.2989084,42.4269213
Imagination Station LLC,159 W Main St,Eagle Point,OR,97524,5418211004,Center,Regulated  Center (not HS),Certified,28,Unknown,No,No,NA,"159 W Main St Eagle Point, OR 97524",-122.8031294,42.4727061
Debbie Gaut,1540 Whitman Ave,Medford,OR,97501,5419514643,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"1540 Whitman Ave Medford, OR 97501",-122.873744,42.3064356
Kids Unlimited of Oregon - Washington Elementary,610 S Peach St,Medford,OR,97501,5418423860,Center,Exempt Center,Recorded,100,Unknown,No,No,NA,"610 S Peach St Medford, OR 97501",-122.883294,42.316964
Triad School,2450 Summers Ln,Klamath Falls,OR,97603,5418857940,Center,Exempt Center,Recorded,26,Unknown,No,No,NA,"2450 Summers Ln Klamath Falls, OR 97603",-121.7396424,42.2050953
Kids Unlimited of Oregon - Oak Grove Elementary,2838 W Main St,Medford,OR,97501,5418423830,Center,Exempt Center,Recorded,100,Unknown,No,No,NA,"2838 W Main St Medford, OR 97501",-122.9097005,42.3244907
Discovery Corner - School of Early Learning LLC,411 W 2nd St,Phoenix,OR,97535-0258,5415356834,Center,Regulated  Center (not HS),Certified,52,Yes,No,No,NA,"411 W 2nd St Phoenix, OR 97535-0258",-122.8188191,42.2726885
Gardner's Little Blessings,250 Peckerwood Ln,Grants Pass,OR,97527,5414746349,Family,Regulated Family Child Care Home,Register,9,Yes,No,No,NA,"250 Peckerwood Ln Grants Pass, OR 97527",-123.2754678,42.4268139
A Wright Place for Children,453 Haven St,Medford,OR,97501,5413240833,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,3,"453 Haven St Medford, OR 97501",-122.8869178,42.329938
Quality Daycare,964 Aspen St,Medford,OR,97501,5417763847,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,2,"964 Aspen St Medford, OR 97501",-122.8837987,42.309304
Klamath County School District Child Care Center,3009 Summers Ln,Klamath Falls,OR,97603,5418502767,Center,Regulated  Center (not HS),Certified,12,Unknown,No,No,2,"3009 Summers Ln Klamath Falls, OR 97603",-121.73491,42.197947
Animal House Preschool,2740 W Main St,Medford,OR,97501,5413267443,Center,Regulated  Center (not HS),Certified,25,Unknown,No,No,NA,"2740 W Main St Medford, OR 97501",-122.9078551,42.3241118
New Horizons Preschool,3073 Delta Waters Rd,Medford,OR,97504-5834,5417796965,Center,Regulated  Center (not HS),Certified,40,Yes,No,No,NA,"3073 Delta Waters Rd Medford, OR 97504-5834",-122.8344036,42.3604947
,4810 Shasta Way,Klamath Falls,OR,97603,5418827371,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3,"4810 Shasta Way Klamath Falls, OR 97603",-121.7292788,42.2134962
Smilin' Daily Childcare,2308 Derry Crt,Medford,OR,97504,5418212579,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"2308 Derry Crt Medford, OR 97504",-122.8353403,42.3367724
Sue's Family Day Care,860 Diamond St,Medford,OR,97501,5417724611,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,2,"860 Diamond St Medford, OR 97501",-122.8817749,42.30251639999999
North Medford High School CDC,1900 N Keene Way Dr,Medford,OR,97504,5418421290,Center,Regulated  Center (not HS),Certified,90,Unknown,No,No,2,"1900 N Keene Way Dr Medford, OR 97504",-122.8516199,42.34783720000001
,2335 Table Rock Rd Apt 15,Medford,OR,97501,5412213106,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,2,"2335 Table Rock Rd Apt 15 Medford, OR 97501",-122.8853074,42.3511424
,2535 Siskiyou Blvd,Medford,OR,97504,5417725614,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2,"2535 Siskiyou Blvd Medford, OR 97504",-122.8347552,42.3199233
Gayla's Hugs and Kisses,1080 S Stage Rd,Medford,OR,97501,5417738414,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1080 S Stage Rd Medford, OR 97501",-122.8848241,42.29362099999999
Southern Oregon Head Start Illinois Valley Center,620 E River St,Cave Junction,OR,97523,5415923161,Center,Head Start/Early HS,Certified,18,Unknown,Yes,No,5,"620 E River St Cave Junction, OR 97523",-123.6339252,42.1689733
Loving Helps Child Care,4234 Antelope Rd,White City,OR,97503,5418790242,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"4234 Antelope Rd White City, OR 97503",-122.811063,42.4268453
Southern Oregon Head Start- Foothills Center,2722 Springbrook Rd,Medford,OR,97504,5417793722,Center,Head Start/Early HS,Certified,36,Unknown,Yes,No,5,"2722 Springbrook Rd Medford, OR 97504",-122.8473667,42.3570354
Sacred Heart School Child Care,431 S Ivy St,Medford,OR,97501,5417724105,Center,Regulated  Center (not HS),Certified,40,Unknown,No,No,NA,"431 S Ivy St Medford, OR 97501",-122.8733288,42.3208193
Tracy Stevens Day Care Provider,1415 Brock Way,Medford,OR,97501,5412459755,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,2,"1415 Brock Way Medford, OR 97501",-122.8789595,42.3093353
A Blooming Child Daycare,212 Joseph Dr,Talent,OR,97540,5415355921,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"212 Joseph Dr Talent, OR 97540",-122.7856329,42.2391724
Little People's Preschool & Daycare,433 E Park St,Grants Pass,OR,97527,5414797222,Center,Regulated  Center (not HS),Certified,37,Yes,No,No,NA,"433 E Park St Grants Pass, OR 97527",-123.3256397,42.4275292
Kids Kastle Day Care & Preschool-Fruitdale,1000 Fruitdale Dr,Grants Pass,OR,97527,5414793321,Center,Regulated  Center (not HS),Certified,73,Yes,No,No,3,"1000 Fruitdale Dr Grants Pass, OR 97527",-123.3195877,42.4220735
First Friends Playschool,420 Elm St,Phoenix,OR,97535,5415121687,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,3,"420 Elm St Phoenix, OR 97535",-122.8122788,42.2688914
Judi's Day Care,2980 Hanley Rd,Central Point,OR,97502,5416645066,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"2980 Hanley Rd Central Point, OR 97502",-122.9287842,42.35945479999999
Jody's Daycare,3094 Starwood Ct,Medford,OR,97501,5419417175,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"3094 Starwood Ct Medford, OR 97501",-122.8962556,42.361722
,957 Janes Rd,Medford,OR,97501,5417780293,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,3,"957 Janes Rd Medford, OR 97501",-122.8835782,42.3096421
Kidz R Us Childcare,1285 Ruskin Dr,Medford,OR,97504,5416219969,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"1285 Ruskin Dr Medford, OR 97504",-122.8677908,42.343461
Southern Oregon Head Start- White City Center,3131 Avenue C,White City,OR,97503,5418303673,Center,Head Start/Early HS,Certified,37,Unknown,Yes,No,5,"3131 Avenue C White City, OR 97503",-122.8345773,42.4299471
Klamath Falls Head Start - Merrill Site,365 W Front St,Merrill,OR,97633,5417981043,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5,"365 W Front St Merrill, OR 97633",-121.6030207,42.023599
Great Beginnings Child Care & Preschool,227 Pine St,Rogue River,OR,97537,5417875437,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,5,"227 Pine St Rogue River, OR 97537",-123.1702938,42.4359517
,1727 Dakota Ave,Medford,OR,97501,5412005560,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1727 Dakota Ave Medford, OR 97501",-122.8925484,42.3162937
Patsy's Day Care,314 Lithia Ave,Talent,OR,97540,5415355901,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,NA,"314 Lithia Ave Talent, OR 97540",-122.7804078,42.2416844
Kathy's Daycare,1030 N Eldorado Ave,Klamath Falls,OR,97601,5418837518,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1030 N Eldorado Ave Klamath Falls, OR 97601",-121.7758623,42.2371386
GCS Extended Enrichment Program,649 Crater Lake Ave,Medford,OR,97504,5418587260,Center,Regulated  Center (not HS),Certified,80,Unknown,No,No,2,"649 Crater Lake Ave Medford, OR 97504",-122.8630734,42.3361405
Family Nurturing Center,212 N Oakdale Ave,Medford,OR,97501-2632,5417795242,Center,Regulated  Center (not HS),Certified,40,Unknown,No,Yes,4,"212 N Oakdale Ave Medford, OR 97501-2632",-122.8793405,42.3257544
Tinkerbell Preschool,223 SE M St,Grants Pass,OR,97526,5414718991,Center,Exempt Center,Recorded,35,Unknown,No,No,NA,"223 SE M St Grants Pass, OR 97526",-123.3282017,42.4328425
,325 Lynnwood DR,Medford,OR,97504,5418215604,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"325 Lynnwood DR Medford, OR 97504",-122.847921,42.3231897
,119 Portland Ave,Medford,OR,97504,5412927890,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"119 Portland Ave Medford, OR 97504",-122.8613506,42.3258169
America's Best Kids After School Adventure Program,1914 Skypark Dr,Medford,OR,97504,5412450432,Center,Regulated  Center (not HS),Certified,80,Yes,No,No,NA,"1914 Skypark Dr Medford, OR 97504",-122.8594304,42.3575867
Southern Oregon Head Start Rogue River Center,8298 Rogue River Hwy,Grants Pass,OR,97527,5415821560,Center,Head Start/Early HS,Certified,19,Unknown,Yes,No,5,"8298 Rogue River Hwy Grants Pass, OR 97527",-123.1850294,42.4273371
,5016 South View Drive,Klamath Falls,OR,,5415914822,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"5016 South View Drive Klamath Falls, OR ",-121.7299366,42.1761621
,433 N 2nd St,Central Point,OR,97502,5416649167,Family,Regulated Family Child Care Home,Register,7,Yes,No,No,NA,"433 N 2nd St Central Point, OR 97502",-122.91987,42.378482
Brenda's Blessings Child Care,655 Oak Wood,Eagle Point,OR,97524,5416462537,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,3,"655 Oak Wood Eagle Point, OR 97524",-122.8090853,42.4565962
Early Head Start - Alan S Berlin,2600 Merriman Rd,Medford,OR,97501,5417799903,Center,Head Start/Early HS,Certified,16,Unknown,Yes,No,5,"2600 Merriman Rd Medford, OR 97501",-122.8871765,42.3549702
,332 Havana Avenue,Medford,OR,,5417794241,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"332 Havana Avenue Medford, OR ",-122.8313713,42.3224982
Grants Pass Family YMCA Afterschool Program-Y Hall,1000 Redwood Ave,Grants Pass,OR,97527,5414740001,Center,Exempt Center,Recorded,60,Unknown,No,No,NA,"1000 Redwood Ave Grants Pass, OR 97527",-123.3471721,42.422904
Wee Watch 'Em,1600 N Riverside Ave Unit 1175,Medford,OR,97501,5417342092,Center,Regulated  Center (not HS),Certified,14,Yes,No,No,NA,"1600 N Riverside Ave Unit 1175 Medford, OR 97501",-122.8780392,42.3451721
,2600 S Stage Rd,Medford,OR,97501,5417349857,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"2600 S Stage Rd Medford, OR 97501",-122.9057708,42.2973848
Little Red Barn Montessori School,2862 Madrona LN,Medford,OR,97501,5417348879,Center,Exempt Center,Recorded,33,Unknown,No,No,NA,"2862 Madrona LN Medford, OR 97501",-122.9098392,42.3164495
,410 Beatty St,Medford,OR,97501,5414148281,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3,"410 Beatty St Medford, OR 97501",-122.8778266,42.3364524
,7540 Rocio Dr,White City,OR,97503,5413017406,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"7540 Rocio Dr White City, OR 97503",-122.8209921,42.4261237
Harvest Christian School,2001 S Columbus Ave,Medford,OR,97501,5417736974,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,NA,"2001 S Columbus Ave Medford, OR 97501",-122.88782140000001,42.3013317
Rogue Valley YMCA Abraham Lincoln Elementary,3101 McLoughlin Drive,Medford,OR,,5417726295,Center,Exempt Center,Exempt,60,Unknown,No,No,NA,"3101 McLoughlin Drive Medford, OR ",-122.8371587,42.3629511
Pooh's Playground,2525 Siskiyou Blvd,Medford,OR,97504,5418160309,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"2525 Siskiyou Blvd Medford, OR 97504",-122.8350228,42.3198755
,521 Berrydale Ave,Medford,OR,97501,5415356776,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"521 Berrydale Ave Medford, OR 97501",-122.8878259,42.34999699999999
ABK Footprints Preschool,1914 Skypark Dr,Medford,OR,97504,5412450432,Center,Exempt Center,Recorded,20,Unknown,No,No,NA,"1914 Skypark Dr Medford, OR 97504",-122.8594304,42.3575867
Rogue Valley YMCA Pre-Kindergarten,219 N Oakdale Ave,Medford,OR,97501,5412451887,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,NA,"219 N Oakdale Ave Medford, OR 97501",-122.8797269,42.3256139
Kelly's Daycare,3162 Griffin Creek Road,Medford,OR,,5419515310,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"3162 Griffin Creek Road Medford, OR ",-122.9067533,42.284444
Small Steps Child Care Center and Preschool,1900 Crater Lake Ave,Medford,OR,97504,5417749326,Center,Regulated  Center (not HS),Certified,43,Yes,No,No,3,"1900 Crater Lake Ave Medford, OR 97504",-122.8550776,42.3478741
God's Littlest Angel Daycare,2342 Falcon St,White City,OR,97503,5416213579,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,NA,"2342 Falcon St White City, OR 97503",-122.840363,42.4341782
Espial Child Environment,1419 Coquette St,Medford,OR,97504,5417731114,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,4,"1419 Coquette St Medford, OR 97504",-122.8667423,42.3521607
,109 Horton Cir,Medford,OR,97501,5419515734,Family,Regulated Family Child Care Home,Register,5,Unknown,No,No,3,"109 Horton Cir Medford, OR 97501",-122.8982615,42.35706460000001
Little Tot's Family Daycare,155 Canaan St,Grants Pass,OR,97527,5412184053,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"155 Canaan St Grants Pass, OR 97527",-123.3327851,42.3529992
Southern Oregon Head Start - Washington Center,610 S Peach St,Medford,OR,97501,5418423517,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5,"610 S Peach St Medford, OR 97501",-122.883294,42.316964
Imagine That...Creative Children Center @ Jerome Prairie Elementary School,2555 Walnut Ave,Grants Pass,OR,97527,5415071955,Center,Regulated  Center (not HS),Certified,50,Yes,No,No,5,"2555 Walnut Ave Grants Pass, OR 97527",-123.4317,42.406689
Kids Connection of Merlin,310 San Francisco St,Grants Pass,OR,97526,5412184400,Center,Regulated  Center (not HS),Certified,35,Yes,No,No,NA,"310 San Francisco St Grants Pass, OR 97526",-123.3714919,42.5066092
Our Place to Grow Children's Center,2609 Eberlein Ave,Klamath Falls,OR,97603,5412056801,Center,Regulated  Center (not HS),Certified,116,Yes,No,No,NA,"2609 Eberlein Ave Klamath Falls, OR 97603",-121.7566492,42.2181533
,1691 Roberts Rd,Medford,OR,97504,5418900733,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,NA,"1691 Roberts Rd Medford, OR 97504",-122.8618259,42.3495414
,1426 Placid Cir,Medford,OR,97504,5417760660,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1426 Placid Cir Medford, OR 97504",-122.8664301,42.3509743
,1400 Tolman Creek Rd,Ashland,OR,97520,5414825698,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"1400 Tolman Creek Rd Ashland, OR 97520",-122.6710338,42.1685668
Southern Oregon Head Start - South Medford Center,1531 S Peach St,Medford,OR,97501,5417792462,Center,Head Start/Early HS,Certified,40,Unknown,Yes,No,5,"1531 S Peach St Medford, OR 97501",-122.8822725,42.3079258
Children's World Montessori - Main Street,175 N Main St,Ashland,OR,97520,5414883483,Center,Regulated  Center (not HS),Certified,18,Unknown,No,No,2,"175 N Main St Ashland, OR 97520",-122.718355,42.2003006
Ashland Head Start,421 Walker Ave,Ashland,OR,97520,5414825931,Center,Head Start/Early HS,Certified,18,Unknown,Yes,No,5,"421 Walker Ave Ashland, OR 97520",-122.6884395,42.1873491
Adventures in Daycare,1712 Dragon Tail Pl,Medford,OR,97504,5416466288,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"1712 Dragon Tail Pl Medford, OR 97504",-122.8475568,42.3693683
Cherished Footsteps Preschool/Daycare,1832 Dowell Rd,Grants Pass,OR,97527-9168,5414790468,Center,Regulated  Center (not HS),Certified,39,Yes,No,No,2,"1832 Dowell Rd Grants Pass, OR 97527-9168",-123.3685223,42.4172766
Kids Unlimited - Jackson,630 W Jackson Street,Medford,OR,,5417743900,Center,Exempt Center,Exempt,100,Unknown,No,No,NA,"630 W Jackson Street Medford, OR ",-122.8865864,42.331064
,321 Benson St,Medford,OR,97501,5412822308,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,3,"321 Benson St Medford, OR 97501",-122.8885067,42.3203425
Ashland Family YMCA CDC,540 YMCA Way,Ashland,OR,97520,5414829622,Center,Regulated  Center (not HS),Certified,39,Yes,No,No,NA,"540 YMCA Way Ashland, OR 97520",-122.6727563,42.1869435
Early Head Start - Cave Junction,553 E River St,Cave Junction,OR,97523,5415923259,Center,Head Start/Early HS,Certified,16,Unknown,Yes,No,5,"553 E River St Cave Junction, OR 97523",-123.6359358,42.1687092
Arlene's Day Care,362 Tudor St,Ashland,OR,97520,5414880875,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"362 Tudor St Ashland, OR 97520",-122.7193454,42.2124693
CrazyDayz Daycare,2061 Archer Dr,Medford,OR,97501,5417791614,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,NA,"2061 Archer Dr Medford, OR 97501",-122.9000168,42.2988946
Rainbows End Early Learning Center LLC,511 S 4th St,Central Point,OR,97502,5416644161,Center,Regulated  Center (not HS),Certified,49,Yes,No,No,NA,"511 S 4th St Central Point, OR 97502",-122.9101151,42.37131960000001
Deb's Day Care,1103 California Ave,Klamath Falls,OR,97601,5418847129,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1103 California Ave Klamath Falls, OR 97601",-121.7922398,42.229602
Kids Unlimited of Oregon - Roosevelt  Elementary School,1212 Queen Anne Ave,Medford,OR,97504,5417743900,Center,Exempt Center,Recorded,100,Unknown,No,No,NA,"1212 Queen Anne Ave Medford, OR 97504",-122.8573406,42.3298923
Grandma's Daycare,2121 E Jackson St,Medford,OR,97504,5417729345,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,NA,"2121 E Jackson St Medford, OR 97504",-122.8445997,42.331202
,2106 Patterson St,Klamath Falls,OR,97603,5418500038,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"2106 Patterson St Klamath Falls, OR 97603",-121.7133176,42.209497
Early Head Start - Grants Pass Center,1867 Williams Hwy Ste 106A,Grants Pass,OR,97527,5412442670,Center,Head Start/Early HS,Certified,16,Unknown,Yes,No,5,"1867 Williams Hwy Ste 106A Grants Pass, OR 97527",-123.3383122,42.4172084
Jennifers Daycare,5161 Cottage Ave,Klamath Falls,OR,97603,5413313919,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"5161 Cottage Ave Klamath Falls, OR 97603",-121.7251971,42.2096934
Nic Nacs Quality Childcare,4201 Pepperwood Dr,Klamath Falls,OR,97603,5418872460,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,2,"4201 Pepperwood Dr Klamath Falls, OR 97603",-121.7303868,42.1858314
Teresa Castillo Daycare,523 Dogwood Dr,Medford,OR,97501,5413247984,Certified,Regulated Family Child Care Home,Certified,14,Yes,No,No,3,"523 Dogwood Dr Medford, OR 97501",-122.8728551,42.31103230000001
Wildflower Child Care,422 Torrey St,Klamath Falls,OR,97601,5418821543,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,2,"422 Torrey St Klamath Falls, OR 97601",-121.8033773,42.2481625
Kangaroo Court,835 Skylark Ln,Grants Pass,OR,97527,5412181221,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"835 Skylark Ln Grants Pass, OR 97527",-123.3840756,42.4309426
On Campus Kids - Parkside,735 SW Wagner Meadows Dr,Grants Pass,OR,97526,5417616949,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,NA,"735 SW Wagner Meadows Dr Grants Pass, OR 97526",-123.348489,42.432483
,5304 Teresa Way,Central Point,OR,97502,5419440139,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"5304 Teresa Way Central Point, OR 97502",-122.9182547,42.3936994
,1739 Orchard Home Ct,Medford,OR,97501,5418905891,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1739 Orchard Home Ct Medford, OR 97501",-122.893347,42.3005674
Kids Unlimited Summer Camp Jackson,630 W Jackson,Medford,OR,,5417743900,Center,Exempt Center,Exempt,100,Unknown,No,No,NA,"630 W Jackson Medford, OR ",-122.8865864,42.331064
Little People's Extended Day - Redwood,3163 Leonard Rd,Grants Pass,OR,97527,5416602594,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,NA,"3163 Leonard Rd Grants Pass, OR 97527",-123.3901802,42.4287662
,5808 Havencrest Dr,Klamath Falls,OR,97603,5415912457,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"5808 Havencrest Dr Klamath Falls, OR 97603",-121.7172976,42.225904
,384 Cambridge St,Ashland,OR,97520,5416010124,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"384 Cambridge St Ashland, OR 97520",-122.7201285,42.209368
Kelli Ball's Daycare,604 Benjamin Way,Phoenix,OR,97535,5418213714,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"604 Benjamin Way Phoenix, OR 97535",-122.8215269,42.2694277
Lil Bo Peep Daycare,105 Cupp Dr,Central Point,OR,97502,5418909954,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,NA,"105 Cupp Dr Central Point, OR 97502",-122.9112462,42.3680554
Gosia's Daycare,5833 Valley Ct,Klamath Falls,OR,97603,5418846565,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,3,"5833 Valley Ct Klamath Falls, OR 97603",-121.7165076,42.19881669999999
Kids Kastle Day Care & Preschool - Greenwood,1117 SW Greenwood Ave,Grants Pass,OR,97526,5414792257,Center,Regulated  Center (not HS),Certified,49,Yes,No,No,3,"1117 SW Greenwood Ave Grants Pass, OR 97526",-123.3416508,42.4326416
Lil Tykes Day Care,3855 N River Rd Unit 12,Gold Hill,OR,97525,5417617142,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,3,"3855 N River Rd Unit 12 Gold Hill, OR 97525",-123.147237,42.411945
,3053 Edmond Way,Medford,OR,97504,5412923687,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"3053 Edmond Way Medford, OR 97504",-122.8380369,42.3611604
Camp Tigerlily,754 Park St,Ashland,OR,97520,5414880752,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,NA,"754 Park St Ashland, OR 97520",-122.6801734,42.1815098
Everyday Sunshine Childcare,8193 26th St,White City,OR,97503,5416016285,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"8193 26th St White City, OR 97503",-122.8294549,42.4365071
,1206 Carlyle St,Klamath Falls,OR,97601,5412735764,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1206 Carlyle St Klamath Falls, OR 97601",-121.7832936,42.235762
Tree of Life Learning Center LLC,21300 Highway 62 #104,Shady Cove,OR,97539,5418907393,Center,Regulated  Center (not HS),Certified,30,Yes,No,No,NA,"21300 Highway 62 #104 Shady Cove, OR 97539",NA,NA
,4074 S Pacific Hwy Apt 9,Medford,OR,97501,5418799979,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3,"4074 S Pacific Hwy Apt 9 Medford, OR 97501",-122.8247553,42.2815224
