OBJECTID,GEOID10,County,WCh18,WOCH18,WHITE_CY,BLACK_CY,AMERIND_CY,ASIAN_CY,PACIFIC_CY,OTHRACE_CY,RACE2UP_CY,DIVINDX_CY,x,y
770,41035970100,Klamath,66490,40508,2907,15,47,10,1,33,104,17.9,,
789,41017001200,Deschutes,80268,71765,6675,16,39,69,7,98,167,20.1,,
790,41017001300,Deschutes,88382,78205,10474,63,71,186,12,91,302,18.7,,
791,41017001400,Deschutes,103472,98056,5287,14,17,70,13,46,115,15.4,,
792,41017001500,Deschutes,29851,71250,4865,41,81,68,17,472,190,45.6,,
793,41017001700,Deschutes,45719,64018,7227,55,91,79,11,174,242,29.5,,
794,41017002000,Deschutes,50590,70375,6343,39,68,101,5,275,178,33.6,,
795,41017002100,Deschutes,70077,66864,9963,96,99,180,23,456,369,33.6,,
796,41017001600,Deschutes,51875,59295,4459,45,69,63,4,423,197,46.3,,
797,41017001100,Deschutes,61066,79645,9824,48,70,119,26,129,244,19.6,,
798,41017000700,Deschutes,61850,55217,7071,30,82,44,11,312,201,30.6,,
799,41017000800,Deschutes,54301,55444,5868,30,73,76,22,225,178,32.3,,
800,41017000900,Deschutes,24473,49193,6138,24,124,37,8,588,237,47,,
801,41017001800,Deschutes,29554,51979,6757,57,73,113,15,460,255,40.4,,
802,41017000100,Deschutes,72125,87344,1819,2,22,26,5,6,28,13.4,,
803,41017000200,Deschutes,24167,48409,4377,7,65,46,6,36,154,19.2,,
804,41017000300,Deschutes,60750,56034,7642,13,99,44,9,64,260,17.9,,
805,41017000500,Deschutes,68580,70673,5722,8,43,44,11,88,138,19,,
806,41017000600,Deschutes,91250,87685,6312,35,23,47,6,99,111,14.5,,
807,41017000402,Deschutes,73400,47203,2715,13,18,12,5,7,49,11.6,,
808,41017001902,Deschutes,70424,69659,7649,46,76,132,10,328,209,31.8,,
809,41017001901,Deschutes,73964,78696,1594,7,9,20,0,6,55,15.4,,
810,41017001002,Deschutes,60769,62703,2252,0,12,16,1,36,45,18.3,,
811,41017001001,Deschutes,51083,54464,11723,80,148,115,27,617,432,36.1,,
812,41017000401,Deschutes,43098,75739,4516,17,54,24,2,100,147,24.1,,
813,41001950200,Baker,50197,61735,2873,11,44,14,1,42,75,18.7,,
814,41001950300,Baker,32188,52167,2579,8,37,9,1,19,84,16.5,,
815,41001950400,Baker,27270,54306,2879,3,40,26,0,22,76,16.2,,
816,41001950500,Baker,38750,48125,2505,25,16,16,0,43,47,17.5,,
817,41001950600,Baker,43929,41688,1866,9,19,2,2,6,39,11.5,,
818,41001950100,Baker,90274,63897,2643,1,26,11,5,35,62,15.3,,
